family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,8,26,2,0,42,1.0,21,0,3,0,8.758380700000089,21,21,True,True,0,7239.647100000184,7222.356796264648,0.0,7227.6506423950195,0.9976117200884647,3622.0688819885254,1.293182373046875,3598.994731903076,0.0,VF2Layout,3622.0688819885254,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,8,26,2,0,42,1.0,21,0,3,1,16.000525200000084,21,21,True,True,0,7258.996700000353,7243.090629577637,0.0,7248.364448547363,0.9978087783918245,3629.5998096466064,1.001596450805664,3612.4892234802246,0.0,VF2Layout,3629.5998096466064,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,8,26,2,0,42,1.0,21,1,3,0,30.84146849999979,21,21,True,True,0,7482.45069999939,7463.644981384277,0.0,7468.674898147583,0.9974866899403542,3614.90797996521,0.8840560913085938,3847.852945327759,0.0,VF2PostLayout,3847.852945327759,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,8,26,2,0,42,1.0,21,1,3,1,38.326497400000335,21,21,True,True,0,7315.352700000403,7299.10135269165,0.0,7305.18102645874,0.9977784601815916,3671.1714267730713,1.6105175018310547,3626.319408416748,0.0,VF2Layout,3671.1714267730713,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,8,26,2,0,42,1.0,21,2,3,0,53.063473400000476,21,21,True,True,0,7237.904099999469,7220.717668533325,0.0,7225.733757019043,0.9976254961065117,3591.341733932495,1.001596450805664,3628.3743381500244,0.0,VF2PostLayout,3628.3743381500244,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,8,26,2,0,42,1.0,21,2,3,1,60.3040775999998,21,21,True,True,0,7227.904299999864,7210.22367477417,0.0,7216.6173458099365,0.9975538379464025,3620.321035385132,1.0023117065429688,3588.900327682495,0.0,VF2Layout,3620.321035385132,25,nonexistent solution,no better solution found,True,True,78,49,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,0,3,0,74.7514940000001,21,21,True,True,0,6979.591299999811,6964.599132537842,0.0,6969.89107131958,0.9978519992335412,3595.9627628326416,1.4193058013916016,3367.2170639038086,0.0,VF2Layout,3595.9627628326416,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,0,3,1,81.73348220000025,21,21,True,True,0,6962.58730000045,6947.428941726685,0.0,6951.45583152771,0.9978228842784111,3575.978994369507,1.0020732879638672,3370.447874069214,0.0,VF2Layout,3575.978994369507,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,1,3,0,95.81799359999968,21,21,True,True,0,6938.819599999988,6922.44291305542,0.0,6927.5712966918945,0.9976398454076298,3578.9742469787598,0.8485317230224609,3342.6201343536377,0.0,VF2Layout,3578.9742469787598,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,1,3,1,102.75918249999995,21,21,True,True,0,6952.506700000413,6937.578916549683,0.0,6943.609714508057,0.9978528919000208,3584.2125415802,1.0020732879638672,3352.3643016815186,0.0,VF2Layout,3584.2125415802,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,2,3,0,116.80818569999974,21,21,True,True,0,6964.8302999994485,6947.934627532959,0.0,6953.707218170166,0.9975741444172027,3593.651294708252,1.1167526245117188,3353.1665802001953,0.0,VF2Layout,3593.651294708252,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,9,25,2,0,42,1.0,21,2,3,1,123.7753988000004,21,21,True,True,0,6952.202700000271,6937.817573547363,0.0,6940.824031829834,0.9979308534181681,3584.2840671539307,1.0018348693847656,3352.531671524048,0.0,VF2Layout,3584.2840671539307,25,nonexistent solution,no better solution found,True,True,78,35,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,10,25,2,0,42,1.0,21,0,3,0,137.72200500000054,21,21,True,True,0,6776.455900000656,6760.82968711853,0.0,6766.326427459717,0.9976940434479734,3401.888847351074,1.0445117950439453,3357.896327972412,0.0,VF2Layout,3401.888847351074,25,nonexistent solution,no better solution found,True,True,78,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
n_bare_edges,,,,,10,25,2,0,42,1.0,21,0,3,1,144.5008429999998,21,21,True,True,0,6793.3110999993005,6778.31768989563,0.0,6782.326698303223,0.9977929157250472,3425.619125366211,1.0225772857666016,3351.6759872436523,0.0,VF2Layout,3425.619125366211,25,nonexistent solution,no better solution found,True,True,78,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,6,7,42,20,42
