family,k,m,order,j,n_bare,dominant_size,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,0,3,0,10.892233399999895,32,32,True,True,0,9167.773899998792,9146.642208099365,0.0,9154.669284820557,0.9976950029385618,4651.149034500122,2.458810806274414,4493.034362792969,0.0,VF2Layout,4651.149034500122,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,0,3,1,20.06428869999945,32,32,True,True,0,9039.623500000744,9018.672943115234,0.0,9027.695417404175,0.9976823639960771,4607.063293457031,2.012968063354492,4409.596681594849,0.0,VF2Layout,4607.063293457031,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,1,3,0,38.57147459999942,32,32,True,True,0,8953.953799998999,8932.80291557312,0.0,8942.065715789795,0.9976378162208207,4543.796539306641,2.0020008087158203,4387.004375457764,0.0,VF2Layout,4543.796539306641,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,1,3,1,47.529422699999486,32,32,True,True,0,10750.986000000921,10727.723121643066,0.0,10734.968900680542,0.9978362097804003,4795.1788902282715,2.017974853515625,5930.526256561279,0.0,VF2PostLayout,5930.526256561279,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,2,3,0,68.57567759999984,32,32,True,True,0,9172.383900000568,9151.206493377686,0.0,9159.371137619019,0.9976911774677375,4628.605604171753,2.2487640380859375,4520.352125167847,0.0,VF2Layout,4628.605604171753,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,5,45,2,0,64,1.0,32,2,3,1,77.75220489999992,32,32,True,True,0,9028.00980000029,9006.422996520996,0.0,9015.749454498291,0.9976089078371078,4599.562883377075,2.0020008087158203,4404.858112335205,0.0,VF2Layout,4599.562883377075,25,nonexistent solution,no better solution found,True,True,156,301,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,0,3,0,87.07278599999881,32,32,True,True,0,35.315799999807496,17.168045043945312,0.0,23.203372955322266,0.4861292974826818,16.16525650024414,0.0,1.0027885437011719,0.0,VF2Layout,16.16525650024414,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,0,3,1,87.11218569999983,32,32,True,True,0,36.039399999935995,16.22319221496582,0.0,23.239850997924805,0.45015156231775866,16.22319221496582,0.0,0.0,0.0,VF2Layout,16.22319221496582,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,1,3,0,87.44575859999895,32,32,True,True,0,38.01000000021304,18.107175827026367,0.0,25.443077087402344,0.4763792640601126,17.104625701904297,0.0,0.0,0.0,VF2Layout,17.104625701904297,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,1,3,1,87.48779920000015,32,32,True,True,0,37.61360000135028,16.11638069152832,0.0,24.393320083618164,0.42847216674154465,16.11638069152832,0.0,0.0,0.0,VF2Layout,16.11638069152832,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,2,3,0,87.82493419999992,32,32,True,True,0,37.11889999976847,18.242835998535156,0.0,26.826143264770508,0.49147027521421555,17.23504066467285,0.0,1.0077953338623047,0.0,VF2Layout,17.23504066467285,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,10,45,2,0,64,1.0,32,2,3,1,87.86615229999916,32,32,True,True,0,37.931300001218915,17.092466354370117,0.0,24.141550064086914,0.4506164131949302,16.09063148498535,0.0,0.0,0.0,VF2Layout,16.09063148498535,26,solution found,no better solution found,True,True,135,214,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,0,3,0,97.68896689999929,32,32,True,True,0,9435.045199999877,9411.957502365112,0.0,9421.124935150146,0.9975529849465093,4797.364234924316,2.1724700927734375,4612.4207973480225,0.0,VF2Layout,4797.364234924316,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,0,3,1,107.12806829999863,32,32,True,True,0,9548.273299998982,9526.96943283081,0.0,9536.019086837769,0.9977688251583484,4793.4675216674805,3.0045509338378906,4730.497360229492,0.0,VF2Layout,4793.4675216674805,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,1,3,0,127.05725819999861,32,32,True,True,0,9578.99550000002,9559.591054916382,0.0,9567.834615707397,0.997974271406262,4799.968004226685,3.002643585205078,4756.620407104492,0.0,VF2Layout,4799.968004226685,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,1,3,1,136.64132470000004,32,32,True,True,0,9645.123700000113,9622.382640838623,0.0,9629.441976547241,0.9976422221353688,4881.565809249878,2.0017623901367188,4738.815069198608,0.0,VF2Layout,4881.565809249878,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,2,3,0,155.9582673999994,32,32,True,True,0,9223.17590000057,9203.223466873169,0.0,9211.251258850098,0.9978367068628281,4599.753379821777,2.2437572479248047,4601.226329803467,0.0,VF2PostLayout,4601.226329803467,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,15,45,2,0,64,1.0,32,2,3,1,165.1854346,32,32,True,True,0,9438.74010000036,9418.067216873169,0.0,9426.504850387573,0.9978097836249152,4678.961992263794,2.076864242553711,4737.028360366821,0.0,VF2PostLayout,4737.028360366821,25,nonexistent solution,no better solution found,True,True,156,175,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,20,45,2,0,64,1.0,32,0,3,0,184.060230699999,32,32,True,True,0,9244.54650000007,9223.915815353394,0.0,9232.959270477295,0.9977683399995148,4416.446685791016,2.0322799682617188,4805.436849594116,0.0,VF2PostLayout,4805.436849594116,25,nonexistent solution,no better solution found,True,True,165,273,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,20,45,2,0,64,1.0,32,0,3,1,193.3088762999996,32,32,True,True,0,9160.75020000062,9138.217687606812,0.0,9146.266222000122,0.9975403201810036,4361.295938491821,1.2984275817871094,4775.623321533203,0.0,VF2PostLayout,4775.623321533203,25,nonexistent solution,no better solution found,True,True,165,273,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,20,45,2,0,64,1.0,32,1,3,0,211.79481699999997,32,32,True,True,0,9295.95419999896,9277.359962463379,0.0,9285.460472106934,0.9979997494463148,4462.850332260132,2.0105838775634766,4812.499046325684,0.0,VF2PostLayout,4812.499046325684,25,nonexistent solution,no better solution found,True,True,165,273,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,20,45,2,0,64,1.0,32,1,3,1,221.09499499999947,32,32,True,True,0,9237.941100000171,9217.390298843384,0.0,9226.64189338684,0.9977753916230547,4466.331958770752,2.210378646850586,4748.847961425781,0.0,VF2PostLayout,4748.847961425781,25,nonexistent solution,no better solution found,True,True,165,273,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,20,45,2,0,64,1.0,32,2,3,0,239.7026109999988,32,32,True,True,0,9243.708300000435,9222.05924987793,0.0,9230.353832244873,0.9976579691375047,4451.179265975952,1.0018348693847656,4769.878149032593,0.0,VF2PostLayout,4769.878149032593,25,nonexistent solution,no better solution found,True,True,165,273,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
