spare,n,n_device,occupancy,avg_degree,degree_seed,n_construction_tries,seed,optimization_level,repeat,elapsed_since_start_s,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,n_per_side,gates_per_pair,seed_transpiler
0,116,116,1.0,2.2586206896551726,42,19,0,3,0,13.71462799999972,11756.183999999848,11745.070457458496,0.0,11745.070457458496,0.9990546641204874,5878.376007080078,0.0,5866.694450378418,0.0,VF2Layout,5878.376007080078,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,0,3,1,25.474634899999728,22891.257200000837,22882.45964050293,0.0,22886.84105873108,0.9996156803699752,10701.5061378479,14.574766159057617,12166.378736495972,0.0,VF2PostLayout,12166.378736495972,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,0,3,2,48.36955200000011,24317.423999998937,24301.67865753174,0.0,24306.58721923828,0.99935250779576,5917.7515506744385,16.41845703125,18367.50864982605,0.0,VF2PostLayout,18367.50864982605,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,0,95.57389340000009,11827.322600000116,11818.451404571533,0.0,11824.92446899414,0.9992499405208933,5898.17214012146,5.313396453857422,5914.965867996216,0.0,VF2PostLayout,5914.965867996216,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,1,107.40483330000097,14708.455800000593,14680.38535118103,0.0,14705.097436904907,0.9980915434494788,5874.299764633179,0.0,8806.085586547852,0.0,VF2PostLayout,8806.085586547852,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,2,122.12997080000059,21010.660500000085,20965.63768386841,0.0,20980.650901794434,0.9978571441801329,15084.209442138672,0.0,5881.428241729736,0.0,VF2Layout,15084.209442138672,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,0,155.08416490000127,11829.686200000651,11817.119598388672,0.0,11817.119598388672,0.9989377062586852,5875.277519226074,10.367393493652344,5931.474685668945,0.0,VF2PostLayout,5931.474685668945,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,1,166.91760369999975,13449.500100001387,13428.25722694397,0.0,13443.957805633545,0.998420545529613,5926.5172481536865,5.998373031616211,7495.741605758667,0.0,VF2PostLayout,7495.741605758667,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,2,180.3855764,31016.602800000328,30958.508014678955,0.0,30981.03952407837,0.9981269778094017,16550.758123397827,6.046533584594727,14401.703357696533,0.0,VF2Layout,16550.758123397827,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,0,232.70449420000114,11779.34649999952,11760.489702224731,0.0,11760.489702224731,0.9983991643530659,5895.462274551392,9.171247482299805,5855.85618019104,0.0,VF2Layout,5895.462274551392,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,1,244.48757939999996,16441.117100001065,16418.84756088257,0.0,16432.740926742554,0.9986454972017385,5899.483680725098,15.790939331054688,10503.572940826416,0.0,VF2PostLayout,10503.572940826416,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,2,260.94903879999947,24707.19739999913,24659.709692001343,0.0,24670.270442962646,0.9980779807912252,18754.18257713318,6.264448165893555,5899.2626667022705,0.0,VF2Layout,18754.18257713318,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,0,326.9792415000011,44336.64130000034,44267.85349845886,0.0,44291.79549217224,0.998448511219512,22301.485300064087,16.141891479492188,21950.226306915283,0.0,VF2Layout,22301.485300064087,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,1,371.33394790000057,42881.8310000006,42823.15969467163,0.0,42862.15043067932,0.9986317910415493,21052.61778831482,15.813350677490234,21754.72855567932,0.0,VF2PostLayout,21754.72855567932,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,2,414.23442220000106,42324.826199999734,42257.07221031189,0.0,42290.44318199158,0.9983991903624676,20595.226287841797,9.990930557250977,21651.85499191284,0.0,VF2PostLayout,21651.85499191284,25,nonexistent solution,no better solution found,True,True,186,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,0,3,0,500.8277027000004,41137.90909999989,41075.70242881775,0.0,41123.34370613098,0.9984878504390944,22044.43407058716,0.0,19031.26835823059,0.0,VF2Layout,22044.43407058716,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,0,3,1,541.9803322999996,38599.80630000064,38564.66794013977,0.0,38564.66794013977,0.9990896752282183,22553.07960510254,25.252819061279297,15986.335515975952,0.0,VF2Layout,22553.07960510254,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,0,3,2,580.5891233000002,27159.14359999988,27110.913515090942,0.0,27128.068685531616,0.9982241676829259,13645.68281173706,7.536649703979492,13457.694053649902,0.0,VF2Layout,13645.68281173706,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,1,3,0,635.0801404000013,29549.66609999974,29502.93207168579,0.0,29530.95245361328,0.9984184583285715,14422.853469848633,21.663427352905273,15058.415174484253,0.0,VF2PostLayout,15058.415174484253,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,1,3,1,664.6424227000007,31838.863599999968,31787.245273590088,0.0,31807.07097053528,0.9983787635432478,15792.111873626709,9.047746658325195,15986.085653305054,0.0,VF2PostLayout,15986.085653305054,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
2,114,116,0.9827586206896551,2.2586206896551726,42,19,1,3,2,696.4953208999996,31141.90989999952,31095.08180618286,0.0,31111.724138259888,0.998496299874766,16062.248945236206,16.095638275146484,15016.737222671509,0.0,VF2Layout,16062.248945236206,25,nonexistent solution,no better solution found,True,True,183,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,58,20,42
