family,k,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
k_chains,21,21,1,0,42,1.0,21,0,3,0,10.59651180000219,21,21,True,True,0,14455.369100000098,14439.67342376709,0.0,14439.67342376709,0.9989141974774612,7300.153017044067,0.0,7139.5204067230225,0.0,VF2Layout,7300.153017044067,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,21,21,1,0,42,1.0,21,0,3,1,25.057367200002773,21,21,True,True,0,17913.494000000355,17881.725788116455,0.0,17891.767740249634,0.9982265764633131,9314.305782318115,2.0177364349365234,8565.402269363403,0.0,VF2Layout,9314.305782318115,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,21,21,1,0,42,1.0,21,1,3,0,60.22481080000216,21,21,True,True,0,6465.549600001395,6458.576679229736,0.0,6458.576679229736,0.9989215269848587,3261.6827487945557,0.0,3196.8939304351807,0.0,VF2Layout,3261.6827487945557,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,21,21,1,0,42,1.0,21,1,3,1,66.69177620000119,21,21,True,True,0,20336.566999998468,20311.04850769043,0.0,20342.971324920654,0.9987451917372269,8822.919130325317,14.659881591796875,11473.469495773315,0.0,VF2PostLayout,11473.469495773315,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,21,21,1,0,42,1.0,21,2,3,0,105.01548600000024,21,21,True,True,0,6522.446899998613,6503.7291049957275,0.0,6530.949592590332,0.9971302495382692,3250.044584274292,0.0,3253.6845207214355,0.0,VF2PostLayout,3253.6845207214355,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,21,21,1,0,42,1.0,21,2,3,1,111.53937120000046,21,21,True,True,0,6531.88599999703,6516.372203826904,0.0,6516.372203826904,0.9976249132072831,3231.508255004883,0.0,3284.8639488220215,0.0,VF2PostLayout,3284.8639488220215,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,10,30,2,0,42,1.0,21,0,3,0,118.18807720000041,21,21,True,True,0,25.628300001699245,15.87986946105957,0.0,15.87986946105957,0.6196224275510541,15.87986946105957,0.0,0.0,0.0,VF2Layout,15.87986946105957,26,solution found,no better solution found,True,True,90,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,10,30,2,0,42,1.0,21,0,3,1,118.21542380000028,21,21,True,True,0,26.39190000263625,16.066789627075195,0.0,32.01174736022949,0.6087773000606364,16.066789627075195,0.0,0.0,0.0,VF2Layout,16.066789627075195,26,solution found,no better solution found,True,True,90,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,10,30,2,0,42,1.0,21,1,3,0,118.35493680000218,21,21,True,True,0,27.912000001379056,15.836477279663086,0.0,29.581308364868164,0.5673716422642824,15.836477279663086,0.0,0.0,0.0,VF2Layout,15.836477279663086,26,solution found,no better solution found,True,True,90,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,10,30,2,0,42,1.0,21,1,3,1,118.38462920000165,21,21,True,True,0,28.711099999782164,29.480695724487305,0.0,33.47182273864746,1.0268048150266267,29.480695724487305,0.0,0.0,0.0,VF2Layout,29.480695724487305,26,solution found,no better solution found,True,True,90,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
