family,k,m,j,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
merged_pairs,,0,,32,1,0,64,1.0,32,0,3,0,25.4701021999972,32,32,True,True,0,8711.916399999609,8702.389001846313,0.0,8702.389001846313,0.9989063946764577,4335.373640060425,0.0,4367.015361785889,0.0,VF2PostLayout,4367.015361785889,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,0,,32,1,0,64,1.0,32,0,3,1,34.18418559999918,32,32,True,True,0,8473.536199999216,8465.142488479614,0.0,8469.033479690552,0.9990094204684459,4218.984365463257,0.0,4246.158123016357,0.0,VF2PostLayout,4246.158123016357,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,0,,32,1,0,64,1.0,32,1,3,0,51.08421929999895,32,32,True,True,0,8512.558099999296,8499.895095825195,0.0,8499.895095825195,0.9985124325701692,4250.92339515686,0.0,4248.971700668335,0.0,VF2Layout,4250.92339515686,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,0,,32,1,0,64,1.0,32,1,3,1,59.59891669999706,32,32,True,True,0,8631.55370000095,8617.396354675293,0.0,8617.396354675293,0.9983598149513158,4266.602039337158,0.0,4350.794315338135,0.0,VF2PostLayout,4350.794315338135,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,0,,32,1,0,64,1.0,32,2,3,0,77.01430719999917,32,32,True,True,0,8567.81620000038,8550.22644996643,0.0,8566.803932189941,0.9979469972717262,4300.360202789307,0.0,4249.866247177124,0.0,VF2Layout,4300.360202789307,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,0,,32,1,0,64,1.0,32,2,3,1,85.58561279999776,32,32,True,True,0,8566.67909999669,8550.655841827393,0.0,8550.655841827393,0.9981295834730982,4266.860246658325,0.0,4283.795595169067,0.0,VF2PostLayout,4283.795595169067,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,1,,33,2,0,64,1.0,32,0,3,0,103.09978339999725,32,32,True,True,0,8695.885500001168,8683.43997001648,0.0,8683.43997001648,0.9985688024543692,4383.790731430054,15.351533889770508,4284.297704696655,0.0,VF2Layout,4383.790731430054,25,nonexistent solution,no better solution found,True,True,99,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,1,,33,2,0,64,1.0,32,0,3,1,111.79787529999885,32,32,True,True,0,8650.46899999652,8633.575201034546,0.0,8635.822296142578,0.9980470655450033,4266.621828079224,0.0,4366.953372955322,0.0,VF2PostLayout,4366.953372955322,25,nonexistent solution,no better solution found,True,True,99,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,1,,33,2,0,64,1.0,32,1,3,0,129.21411389999776,32,32,True,True,0,8804.2411000024,8784.165382385254,0.0,8800.687551498413,0.9977197673951544,4381.240129470825,15.810728073120117,4387.114524841309,0.0,VF2PostLayout,4387.114524841309,25,nonexistent solution,no better solution found,True,True,99,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs,,1,,33,2,0,64,1.0,32,1,3,1,138.0220264999989,32,32,True,True,0,10566.143299998657,10551.518678665161,0.0,10566.54167175293,0.9986158978807813,4983.590126037598,0.0,5567.9285526275635,0.0,VF2PostLayout,5567.9285526275635,25,nonexistent solution,no better solution found,True,True,99,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
