family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,11,39,2,0,64,1.0,32,0,3,0,12.03286240000034,32,32,True,True,0,9617.59290000009,9597.432851791382,0.0,9602.444410324097,0.9979038363945818,4843.660593032837,6.000995635986328,4747.771263122559,0.0,VF2Layout,4843.660593032837,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,11,39,2,0,64,1.0,32,0,3,1,21.65418480000062,32,32,True,True,0,9618.462399999771,9598.944425582886,0.0,9607.056856155396,0.9979707801928003,4816.324949264526,2.415180206298828,4780.204296112061,0.0,VF2Layout,4816.324949264526,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,11,39,2,0,64,1.0,32,1,3,0,41.110916100000395,32,32,True,True,0,10157.311899999513,10138.317584991455,0.0,10146.54541015625,0.998129986044038,5058.868885040283,2.0422935485839844,5077.406406402588,0.0,VF2PostLayout,5077.406406402588,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,11,39,2,0,64,1.0,32,1,3,1,51.2717689000001,32,32,True,True,0,9696.22040000013,9678.94983291626,0.0,9684.040546417236,0.9982188351366406,4821.903944015503,2.004384994506836,4855.04150390625,0.0,VF2PostLayout,4855.04150390625,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,11,39,2,0,64,1.0,32,2,3,0,70.93072759999995,32,32,True,True,0,9799.911000000066,9778.824806213379,0.0,9784.844636917114,0.9978483280320927,4947.1116065979,1.4808177947998047,4830.232381820679,0.0,VF2Layout,4947.1116065979,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,11,39,2,0,64,1.0,32,2,3,1,80.73422300000038,32,32,True,True,0,9556.176400000368,9535.834789276123,0.0,9544.231414794922,0.9978713650865377,4868.225336074829,2.471923828125,4665.137529373169,0.0,VF2Layout,4868.225336074829,25,nonexistent solution,no better solution found,True,True,120,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,12,39,2,0,64,1.0,32,0,3,0,100.32693629999994,32,32,True,True,0,9818.224900000132,9797.987461090088,0.0,9806.276798248291,0.9979387884147934,4987.782955169678,1.219034194946289,4808.985471725464,0.0,VF2Layout,4987.782955169678,25,nonexistent solution,no better solution found,True,True,123,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,12,39,2,0,64,1.0,32,0,3,1,110.14869870000075,32,32,True,True,0,9758.336700000655,9739.763021469116,0.0,9745.899438858032,0.9980966347951965,4887.044906616211,2.2902488708496094,4850.427865982056,0.0,VF2Layout,4887.044906616211,25,nonexistent solution,no better solution found,True,True,123,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,12,39,2,0,64,1.0,32,1,3,0,129.8540391000006,32,32,True,True,0,9832.23309999994,9812.739372253418,0.0,9820.77169418335,0.9980173651755142,4835.588455200195,2.101421356201172,4975.0494956970215,0.0,VF2PostLayout,4975.0494956970215,25,nonexistent solution,no better solution found,True,True,123,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,12,39,2,0,64,1.0,32,1,3,1,139.68985169999996,32,32,True,True,0,9718.724100000145,9698.731422424316,0.0,9706.756114959717,0.9979428701370555,4897.624254226685,2.331972122192383,4798.775196075439,0.0,VF2Layout,4897.624254226685,25,nonexistent solution,no better solution found,True,True,123,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
