spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
0,64,1.0,32,0,3,0,11.194388299998536,32,32,True,True,0,15726.514599999064,15692.609071731567,0.0,15692.609071731567,0.9978440532355785,11537.413597106934,0.0,4155.195474624634,0.0,VF2Layout,11537.413597106934,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,0,3,1,26.922978700000385,32,32,True,True,0,8576.575900002354,8560.824632644653,0.0,8561.82599067688,0.9981634550266505,4261.361122131348,0.0,4299.463510513306,0.0,VF2PostLayout,4299.463510513306,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,1,3,0,44.28940169999987,32,32,True,True,0,8706.906299998082,8683.634281158447,0.0,8699.222326278687,0.9973271770663663,4305.033922195435,0.0,4378.600358963013,0.0,VF2PostLayout,4378.600358963013,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,1,3,1,52.99845749999804,32,32,True,True,0,8609.090699999797,8585.817575454712,0.0,8601.785898208618,0.9972966802934152,4318.053245544434,0.0,4267.764329910278,0.0,VF2Layout,4318.053245544434,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,2,3,0,70.37913199999821,32,32,True,True,0,8632.488100000046,8615.514516830444,0.0,8633.042335510254,0.9980337553932335,4300.020933151245,16.28565788269043,4299.207925796509,0.0,VF2Layout,4300.020933151245,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,2,3,1,79.01490289999856,32,32,True,True,0,8606.157999998686,8590.636253356934,0.0,8604.019403457642,0.9981964371742007,4363.264083862305,0.0,4227.372169494629,0.0,VF2Layout,4363.264083862305,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
1,63,0.984375,31,0,3,0,95.90030760000082,32,31,True,True,1,8381.61360000231,8372.289896011353,0.0,8373.061180114746,0.9988876003552639,4092.8385257720947,0.0,4279.451370239258,0.0,VF2PostLayout,4279.451370239258,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
1,63,0.984375,31,0,3,1,104.28395050000108,32,31,True,True,1,8139.236700000765,8124.330282211304,0.0,8139.023780822754,0.9981685730076556,4043.2121753692627,0.0,4081.118106842041,0.0,VF2PostLayout,4081.118106842041,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
1,63,0.984375,31,1,3,0,121.585768500001,32,31,True,True,1,8529.994800002896,8516.483545303345,0.0,8517.456531524658,0.9984160301364372,4333.157539367676,4.528522491455078,4178.797483444214,0.0,VF2Layout,4333.157539367676,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
1,63,0.984375,31,1,3,1,130.11820979999902,32,31,True,True,1,8519.832199999655,8500.630378723145,0.0,8501.787424087524,0.9977462207205782,4149.764060974121,0.0,4350.866317749023,0.0,VF2PostLayout,4350.866317749023,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
