spare_pairs,spare_qubits,n,n_pairs,occupancy_of_matching_capacity,occupancy_of_device,seed,optimization_level,repeat,elapsed_since_start_s,n_pairs_required,embedding_feasible,matching_relative_slack,device_qubits,is_bipartite,bipartite_size_a,bipartite_size_b,bipartite_imbalance,max_matching_pairs,perfect_matching_exists,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,heavy_hex_distance,gates_per_pair,seed_transpiler
0,0,96,48,1.0,0.8347826086956521,0,3,0,1.933353000000352,48,True,0,115,True,67,48,19,48,False,43.953200000032666,36.21792793273926,0.0,42.1295166015625,0.8240111739921631,36.21792793273926,0.0,0.0,0.0,VF2Layout,36.21792793273926,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
0,0,96,48,1.0,0.8347826086956521,0,3,1,1.9803014999997686,48,True,0,115,True,67,48,19,48,False,43.57319999871834,14.726877212524414,0.0,31.751632690429688,0.3379801624153744,14.726877212524414,0.0,0.0,0.0,VF2Layout,14.726877212524414,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
0,0,96,48,1.0,0.8347826086956521,1,3,0,2.202825300000768,48,True,0,115,True,67,48,19,48,False,40.64800000014657,31.735897064208984,0.0,31.735897064208984,0.7807492881345836,31.735897064208984,0.0,0.0,0.0,VF2Layout,31.735897064208984,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
0,0,96,48,1.0,0.8347826086956521,1,3,1,2.2465812000009464,48,True,0,115,True,67,48,19,48,False,43.83639999832667,25.87723731994629,0.0,30.96294403076172,0.5903139245224078,25.87723731994629,0.0,0.0,0.0,VF2Layout,25.87723731994629,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
0,0,96,48,1.0,0.8347826086956521,2,3,0,2.4780181999994966,48,True,0,115,True,67,48,19,48,False,42.685399999754736,31.939029693603516,0.0,31.939029693603516,0.7482424832328392,31.939029693603516,0.0,0.0,0.0,VF2Layout,31.939029693603516,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
0,0,96,48,1.0,0.8347826086956521,2,3,1,2.52376170000025,48,True,0,115,True,67,48,19,48,False,40.80719999910798,22.211313247680664,0.0,23.79631996154785,0.5442988798095971,22.211313247680664,0.0,0.0,0.0,VF2Layout,22.211313247680664,27,solution found,no better solution found,True,True,144,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,0,3,0,2.7437055999998847,47,True,1,115,True,67,48,19,48,False,43.18859999875713,14.827251434326172,0.0,34.1486930847168,0.3433140095940333,14.827251434326172,0.0,0.0,0.0,RemoveIdentityEquivalent,15.306711196899414,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,0,3,1,2.7900172999998176,47,True,1,115,True,67,48,19,48,False,44.59580000002461,16.068220138549805,0.0,33.40864181518555,0.36030792448035326,16.068220138549805,0.0,0.0,0.0,TwoQubitPeepholeOptimization,16.118764877319336,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,1,3,0,3.0170713999996224,47,True,1,115,True,67,48,19,48,False,44.26910000074713,22.710800170898438,0.0,32.39107131958008,0.513016984093084,22.710800170898438,0.0,0.0,0.0,VF2Layout,22.710800170898438,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,1,3,1,3.0643263000001753,47,True,1,115,True,67,48,19,48,False,48.80360000061046,29.642105102539062,0.0,29.642105102539062,0.6073753801393398,29.642105102539062,0.0,0.0,0.0,VF2Layout,29.642105102539062,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,2,3,0,3.291640199999165,47,True,1,115,True,67,48,19,48,False,49.397300001146505,33.834218978881836,0.0,35.83478927612305,0.6849406542077512,33.834218978881836,0.0,0.0,0.0,VF2Layout,33.834218978881836,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,2,3,1,3.344069299999319,47,True,1,115,True,67,48,19,48,False,52.302800000688876,31.554698944091797,0.0,31.554698944091797,0.6033080244972773,31.554698944091797,0.0,0.0,0.0,VF2Layout,31.554698944091797,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,0,3,0,3.5710412000007636,46,True,2,115,True,67,48,19,48,False,43.87760000099661,38.729190826416016,0.0,44.32177543640137,0.8826642939799886,38.729190826416016,0.0,0.0,0.0,VF2Layout,38.729190826416016,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,0,3,1,3.6178619000002072,46,True,2,115,True,67,48,19,48,False,43.655500001477776,13.998985290527344,0.0,33.326148986816406,0.3206694526475121,13.998985290527344,0.0,0.0,0.0,UnitarySynthesis,15.325546264648438,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,1,3,0,3.8408378999993147,46,True,2,115,True,67,48,19,48,False,44.35430000012275,27.112960815429688,0.0,44.85917091369629,0.6112814499463334,27.112960815429688,0.0,0.0,0.0,VF2Layout,27.112960815429688,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,1,3,1,3.888046000000031,46,True,2,115,True,67,48,19,48,False,44.36359999999695,30.88974952697754,0.0,30.88974952697754,0.6962859084244665,30.88974952697754,0.0,0.0,0.0,VF2Layout,30.88974952697754,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,2,3,0,4.1077731999994285,46,True,2,115,True,67,48,19,48,False,50.7952000007208,33.95247459411621,0.0,44.78096961975098,0.6684189567839957,33.95247459411621,0.0,0.0,0.0,VF2Layout,33.95247459411621,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,2,3,1,4.161456399999224,46,True,2,115,True,67,48,19,48,False,58.82919999930891,42.01841354370117,0.0,52.077293395996094,0.7142441771126375,40.01045227050781,0.0,2.0079612731933594,0.0,VF2Layout,40.01045227050781,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,0,3,0,4.411847600000328,44,True,4,115,True,67,48,19,48,False,51.58530000153405,34.73186492919922,0.0,43.75290870666504,0.6732899668736317,34.73186492919922,0.0,0.0,0.0,VF2Layout,34.73186492919922,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,0,3,1,4.466316699999879,44,True,4,115,True,67,48,19,48,False,45.492599998397054,36.05771064758301,0.0,36.05771064758301,0.7926060644775966,36.05771064758301,0.0,0.0,0.0,VF2Layout,36.05771064758301,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,1,3,0,4.683471399999689,44,True,4,115,True,67,48,19,48,False,45.62970000006317,39.47806358337402,0.0,41.82243347167969,0.8651835007313081,38.47670555114746,0.0,0.0,0.0,VF2Layout,38.47670555114746,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,1,3,1,4.731964900000094,44,True,4,115,True,67,48,19,48,False,46.65220000060799,30.73596954345703,0.0,52.031755447387695,0.6588321567483735,29.73628044128418,0.0,0.0,0.0,VF2Layout,29.73628044128418,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
