family,k,m,order,j,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,0,3,0,1.9461971999990055,32,32,True,True,0,27.666199999657692,0.0,0.0,30.443191528320312,0.0,0.0,0.0,0.0,0.0,Depth,15.145301818847656,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,0,3,1,1.9760461000005307,32,32,True,True,0,28.63929999875836,13.595342636108398,0.0,29.388904571533203,0.47470932029406504,13.595342636108398,0.0,0.0,0.0,CommutativeCancellation,15.793561935424805,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,1,3,0,2.1351342000016302,32,32,True,True,0,30.274499997176463,0.0,0.0,29.476642608642578,0.0,0.0,0.0,0.0,0.0,TwoQubitPeepholeOptimization,15.975475311279297,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,1,3,1,2.167633000000933,32,32,True,True,0,28.19949999684468,4.776239395141602,0.0,22.526025772094727,0.1693731944068522,4.776239395141602,0.0,0.0,0.0,CommutativeCancellation,17.749786376953125,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,2,3,0,2.324829099998169,32,32,True,True,0,28.07290000055218,16.150236129760742,0.0,31.988859176635742,0.5752963224121154,16.150236129760742,0.0,0.0,0.0,VF2Layout,16.150236129760742,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,3,random,,35,2,0,64,1.0,32,2,3,1,2.3551139999981388,32,32,True,True,0,30.223399997339584,18.68891716003418,0.0,31.612157821655273,0.6183591906165181,18.68891716003418,0.0,0.0,0.0,VF2Layout,18.68891716003418,26,solution found,no better solution found,True,True,105,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,0,3,0,2.519994800000859,32,32,True,True,0,28.644699999858858,20.847558975219727,0.0,20.847558975219727,0.7277981258425624,20.847558975219727,0.0,0.0,0.0,VF2Layout,20.847558975219727,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,0,3,1,2.5509567000008246,32,32,True,True,0,27.37840000190772,18.024206161499023,0.0,18.024206161499023,0.6583367238495712,18.024206161499023,0.0,0.0,0.0,VF2Layout,18.024206161499023,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,1,3,0,2.704891500001395,32,32,True,True,0,27.629000000160886,15.908241271972656,0.0,15.908241271972656,0.5757805665018647,15.908241271972656,0.0,0.0,0.0,VF2Layout,15.908241271972656,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,1,3,1,2.734802999999374,32,32,True,True,0,34.0550999972038,15.696287155151367,0.0,32.108306884765625,0.4609085616086918,15.696287155151367,0.0,0.0,0.0,MinimumPoint,15.725851058959961,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,2,3,0,2.932925199998863,32,32,True,True,0,30.392399999982445,15.049457550048828,0.0,32.00340270996094,0.4951717386602414,15.049457550048828,0.0,0.0,0.0,VF2Layout,15.049457550048828,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,4,random,,36,2,0,64,1.0,32,2,3,1,2.9658057000015106,32,32,True,True,0,32.25930000189692,16.74485206604004,0.0,33.883094787597656,0.5190705336152801,16.74485206604004,0.0,0.0,0.0,VF2Layout,16.74485206604004,26,solution found,no better solution found,True,True,108,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,0,3,0,19.311445899998944,32,32,True,True,0,22951.10840000052,22909.189701080322,0.0,22915.698051452637,0.9981735653812607,13629.5006275177,10.05697250366211,9269.63210105896,0.0,VF2Layout,13629.5006275177,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,0,3,1,42.26631890000135,32,32,True,True,0,8427.976599999965,8399.675369262695,0.0,8416.561603546143,0.9966419898772299,4183.0620765686035,0.0,4216.613292694092,0.0,VF2PostLayout,4216.613292694092,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,1,3,0,59.11231620000035,32,32,True,True,0,8328.58589999887,8316.948175430298,0.0,8332.485914230347,0.9986026770080412,4166.729927062988,0.0,4150.21824836731,0.0,VF2Layout,4166.729927062988,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,1,3,1,67.443265599999,32,32,True,True,0,8348.987400000624,8329.712867736816,0.0,8345.623970031738,0.997691392819229,4167.289972305298,0.0,4162.422895431519,0.0,VF2Layout,4167.289972305298,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,2,3,0,84.12488310000117,32,32,True,True,0,8184.24750000122,8159.340620040894,0.0,8177.80613899231,0.9969567293803954,4095.2939987182617,0.0,4064.046621322632,0.0,VF2Layout,4095.2939987182617,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,5,random,,37,2,0,64,1.0,32,2,3,1,92.31135189999986,32,32,True,True,0,8371.98189999981,8366.935729980469,0.0,8366.935729980469,0.9993972550252,4150.504350662231,0.0,4216.431379318237,0.0,VF2PostLayout,4216.431379318237,25,nonexistent solution,no better solution found,True,True,111,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,0,3,0,110.06174939999983,32,32,True,True,0,9188.616100000218,9182.55090713501,0.0,9182.55090713501,0.9993399231397634,4620.242118835449,0.0,4562.308788299561,0.0,VF2Layout,4620.242118835449,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,0,3,1,119.25273799999923,32,32,True,True,0,9160.7726000002,9149.642705917358,0.0,9149.642705917358,0.9987850485358799,4566.575527191162,7.154941558837891,4575.912237167358,0.0,VF2PostLayout,4575.912237167358,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,1,3,0,137.78874500000165,32,32,True,True,0,9056.126699997549,9033.53500366211,0.0,9050.426006317139,0.997505368786918,4466.477632522583,16.176939010620117,4550.880432128906,0.0,VF2PostLayout,4550.880432128906,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,1,3,1,146.84726969999974,32,32,True,True,0,9282.434099997772,9265.345335006714,0.0,9279.057264328003,0.9981590211353009,4616.6112422943115,2.990245819091797,4645.743846893311,0.0,VF2PostLayout,4645.743846893311,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,2,3,0,165.62227939999866,32,32,True,True,0,9117.550599999959,9096.339225769043,0.0,9105.12113571167,0.997673566601219,4532.787799835205,0.0,4563.551425933838,0.0,VF2PostLayout,4563.551425933838,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
merged_pairs_variant,,8,random,,40,2,0,64,1.0,32,2,3,1,174.74387840000054,32,32,True,True,0,9618.283800002246,9605.384111404419,0.0,9614.829540252686,0.9986588367669268,4657.552719116211,3.264188766479492,4944.5672035217285,0.0,VF2PostLayout,4944.5672035217285,25,nonexistent solution,no better solution found,True,True,120,38,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
