family,k,m,order,j,n_bare,dominant_size,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,0,3,0,4.518867800001317,32,32,True,True,0,43.5938000009628,18.072128295898438,0.0,26.914596557617188,0.41455730621095893,18.072128295898438,0.0,0.0,0.0,VF2Layout,18.072128295898438,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,0,3,1,4.567792100002407,32,32,True,True,0,42.33079999903566,16.237735748291016,0.0,22.313594818115234,0.38359151607484215,16.237735748291016,0.0,0.0,0.0,VF2Layout,16.237735748291016,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,1,3,0,4.95245530000102,32,32,True,True,0,39.87350000170409,16.65663719177246,0.0,25.899648666381836,0.41773702311210703,16.65663719177246,0.0,0.0,0.0,VF2Layout,16.65663719177246,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,1,3,1,4.99628070000108,32,32,True,True,0,39.194699998915894,16.27039909362793,0.0,25.54488182067871,0.41511732693649805,16.27039909362793,0.0,0.0,0.0,VF2Layout,16.27039909362793,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,2,3,0,5.405285200002254,32,32,True,True,0,45.163200000388315,21.706342697143555,0.0,30.777692794799805,0.48062012206745586,20.7061767578125,0.0,0.0,0.0,VF2Layout,20.7061767578125,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,2,45,2,0,64,1.0,32,2,3,1,5.454481500000838,32,32,True,True,0,41.00560000006226,19.607067108154297,0.0,26.91960334777832,0.4781558398883208,18.6004638671875,0.0,1.0066032409667969,0.0,VF2Layout,18.6004638671875,26,solution found,no better solution found,True,True,135,302,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,0,3,0,14.955615700000635,32,32,True,True,0,8861.354500000743,8838.163614273071,0.0,8848.308801651001,0.9973829186353317,4400.7322788238525,1.001596450805664,4436.429738998413,0.0,VF2PostLayout,4436.429738998413,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,0,3,1,23.82113179999942,32,32,True,True,0,8896.078800000396,8871.670722961426,0.0,8881.542682647705,0.9972563106074365,4488.486289978027,1.0025501251220703,4382.181882858276,0.0,VF2Layout,4488.486289978027,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,1,3,0,41.680392700000084,32,32,True,True,0,8734.586699996726,8712.544918060303,0.0,8721.699714660645,0.9974764940009776,4325.2458572387695,2.0012855529785156,4385.297775268555,0.0,VF2PostLayout,4385.297775268555,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,1,3,1,50.42051720000018,32,32,True,True,0,8835.643899998104,8813.854694366455,0.0,8823.294162750244,0.9975339425311546,4465.106248855591,2.415180206298828,4346.333265304565,0.0,VF2Layout,4465.106248855591,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,2,3,0,68.16478520000237,32,32,True,True,0,8715.610499999457,8692.902088165283,0.0,8702.353954315186,0.9973945127728947,4332.353115081787,3.117084503173828,4357.431888580322,0.0,VF2PostLayout,4357.431888580322,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,2,3,1,76.88679140000022,32,32,True,True,0,9040.291100001923,9016.518354415894,0.0,9026.753902435303,0.9973703561839923,4690.5107498168945,1.8253326416015625,4324.1822719573975,0.0,VF2Layout,4690.5107498168945,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
