spare,n,n_device,occupancy,avg_degree,degree_seed,n_construction_tries,seed,optimization_level,repeat,elapsed_since_start_s,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,n_per_side,gates_per_pair,seed_transpiler
0,116,116,1.0,2.2586206896551726,42,19,0,3,0,19.69602739300001,18467.09248000013,18437.889337539676,0.0,18453.530311584476,0.998418638857628,9260.398387908936,15.186309814453123,9162.30010986328,0.0,VF2Layout,9260.398387908936,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,0,3,1,38.16902375500001,18250.49897200006,18220.13235092163,0.0,18235.85271835327,0.9983361210493468,9087.178945541382,14.66512680053711,9118.28327178955,0.0,VF2PostLayout,9118.28327178955,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,0,3,2,56.425334831999976,18082.66893299992,18054.55493927002,0.0,18069.11325454712,0.9984452519794468,9045.687913894652,15.245914459228516,8993.617057800293,0.0,VF2Layout,9045.687913894652,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,0,92.87188107600002,18278.164578000087,18247.30944633484,0.0,18264.046907424927,0.998311913018751,9154.85453605652,15.28787612915039,9077.162742614746,0.0,VF2Layout,9154.85453605652,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,1,111.15589740100006,18290.799996999795,18262.584686279297,0.0,18276.9238948822,0.9984574042291684,9108.933448791504,14.829874038696287,9138.817310333252,0.0,VF2PostLayout,9138.817310333252,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,1,3,2,129.4529880450001,18474.351221000004,18444.52214241028,0.0,18460.06774902344,0.9983853788296598,9346.16494178772,15.053510665893556,9083.298683166504,0.0,VF2Layout,9346.16494178772,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,0,166.35194309099995,18406.399606000152,18376.684427261356,0.0,18392.3499584198,0.9983856061274952,9235.122203826904,14.55092430114746,9127.007484436035,0.0,VF2Layout,9235.122203826904,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,1,184.76425045300005,18127.28097800005,18097.80192375183,0.0,18112.50066757202,0.9983737740765428,9005.99479675293,14.58144187927246,9077.221870422363,0.0,VF2PostLayout,9077.221870422363,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,2,3,2,202.897437727,18306.49122699993,18277.49514579773,0.0,18293.14112663269,0.9984160765248432,9136.309385299684,14.749765396118164,9126.4328956604,0.0,VF2Layout,9136.309385299684,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,0,239.794220444,18204.08131599993,18175.5108833313,0.0,18189.802408218384,0.9984305479539074,9024.37424659729,15.203475952148438,9135.929107666016,0.0,VF2PostLayout,9135.929107666016,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,1,258.00436286699994,18131.7346530002,18102.240085601807,0.0,18117.897987365723,0.9983733179443198,9024.516820907593,16.09635353088379,9061.623573303224,0.0,VF2PostLayout,9061.623573303224,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,3,3,2,276.1418270759999,18194.77024499997,18162.7836227417,0.0,18178.484439849854,0.9982419881192476,9080.321788787842,15.322208404541016,9067.136287689207,0.0,VF2Layout,9080.321788787842,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,0,313.06423911900004,18214.084344000185,18186.102390289307,0.0,18200.37007331848,0.9984637188901512,9089.922189712524,15.004158020019531,9081.17127418518,0.0,VF2Layout,9089.922189712524,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,1,331.2841600810001,18246.475148999933,18218.35875511169,0.0,18232.7778339386,0.9984590780598092,9150.172233581545,15.878915786743164,9052.30474472046,0.0,VF2Layout,9150.172233581545,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
0,116,116,1.0,2.2586206896551726,42,19,4,3,2,349.5363515119999,18505.106924000072,18476.560831069943,0.0,18491.573333740234,0.9984573937860848,9273.469924926758,15.07568359375,9188.011646270752,0.0,VF2Layout,9273.469924926758,25,nonexistent solution,186,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,0,3,0,19.77728044399987,18077.32805599994,18049.01099205017,0.0,18064.042329788208,0.9984335592150538,8998.022079467773,13.489723205566406,9037.494897842407,0.0,VF2PostLayout,9037.494897842407,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,0,3,1,37.86053503099993,18165.3269840001,18135.93292236328,0.0,18151.81946754456,0.9983818589303286,9044.892311096191,14.470815658569336,9076.56478881836,0.0,VF2PostLayout,9076.56478881836,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,0,3,2,56.03171557199994,18104.40141599997,18076.915979385376,0.0,18090.665578842163,0.9984818367653788,9043.604135513306,14.13583755493164,9019.17052268982,0.0,VF2Layout,9043.604135513306,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,1,3,0,92.59233655699995,18194.006376000063,18164.74318504333,0.0,18179.442405700684,0.998391602687612,9134.24301147461,14.633417129516602,9015.861749649048,0.0,VF2Layout,9134.24301147461,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,1,3,1,110.79206694599998,18133.70342500002,18104.687690734863,0.0,18119.52519416809,0.9983999002528544,8998.863697052002,13.895511627197266,9091.924905776978,0.0,VF2PostLayout,9091.924905776978,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,1,3,2,128.931565053,18045.43566899997,18014.055728912354,0.0,18029.92606163025,0.9982610594355712,9060.301065444946,14.780044555664062,8938.967943191528,0.0,VF2Layout,9060.301065444946,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,2,3,0,165.32786018899992,17970.323129999997,17942.30604171753,0.0,17956.533670425415,0.9984409246244608,8967.339754104614,13.568639755249023,8961.395263671875,0.0,VF2Layout,8967.339754104614,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,2,3,1,183.30396959199996,18034.575007000058,18005.60688972473,0.0,18020.597457885742,0.9983937454991824,8988.9395236969,13.782739639282228,9002.880096435547,0.0,VF2PostLayout,9002.880096435547,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,2,3,2,201.344297934,18058.526036000105,18029.677629470825,0.0,18045.08662223816,0.9984025049180776,8975.879192352295,14.137506484985352,9039.657831192017,0.0,VF2PostLayout,9039.657831192017,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,3,3,0,237.811282743,18010.733958999936,17982.98954963684,0.0,17997.095108032227,0.998459562534972,8945.518732070923,14.126062393188477,9023.34189414978,0.0,VF2PostLayout,9023.34189414978,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,3,3,1,255.827789469,18275.102662000107,18246.59490585327,0.0,18261.43264770508,0.998440076826156,9044.489860534668,13.679742813110352,9188.422679901125,0.0,VF2PostLayout,9188.422679901125,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,3,3,2,274.1086832099997,18170.241219000214,18140.910625457764,0.0,18156.003952026367,0.9983857895341652,9154.594898223875,13.89312744140625,8972.418785095215,0.0,VF2Layout,9154.594898223875,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,4,3,0,310.7173983109999,18379.01806499985,18351.26161575317,0.0,18365.264177322388,0.9984897751801256,9238.26551437378,23.224353790283203,9089.768171310425,0.0,VF2Layout,9238.26551437378,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,4,3,1,329.1027860890001,18003.45742799982,17975.40593147278,0.0,17989.36915397644,0.9984418828083867,8977.073192596436,14.011144638061523,8984.310865402222,0.0,VF2PostLayout,8984.310865402222,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
2,114,116,0.9827586206896552,2.2586206896551726,42,19,4,3,2,347.11200382699985,18156.37518899985,18128.135681152344,0.0,18142.84634590149,0.998444650567443,9012.64500617981,14.416933059692385,9101.070642471312,0.0,VF2PostLayout,9101.070642471312,25,nonexistent solution,183,38,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,0,3,0,19.57472716599977,17932.581665999805,17901.323080062866,0.0,17918.243885040283,0.9982568831125858,9063.650369644163,13.623952865600586,8824.044942855835,0.0,VF2Layout,9063.650369644163,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,0,3,1,37.51298451699995,17844.62650000023,17813.814163208008,0.0,17830.24501800537,0.9982732988671844,8964.182138442993,14.764070510864258,8834.86294746399,0.0,VF2Layout,8964.182138442993,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,0,3,2,55.363331922999805,18070.18095300009,18042.13762283325,0.0,18056.355476379395,0.9984480880274648,9111.607789993286,14.599084854125977,8915.926456451416,0.0,VF2Layout,9111.607789993286,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,1,3,0,91.66973942799996,17905.055113000344,17874.038219451904,0.0,17891.387462615967,0.9982677018667248,9041.70274734497,13.71455192565918,8818.61686706543,0.0,VF2Layout,9041.70274734497,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,1,3,1,109.58054414299976,17886.13514000008,17854.90894317627,0.0,17872.199773788452,0.99825416745544,9015.254259109495,22.81045913696289,8816.83874130249,0.0,VF2Layout,9015.254259109495,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,1,3,2,127.47228818099984,17961.204156999884,17930.197954177856,0.0,17947.717666625977,0.9982737124665472,9022.37057685852,24.831771850585938,8882.989883422852,0.0,VF2Layout,9022.37057685852,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,2,3,0,163.57931595599985,17954.569318999802,17925.376415252686,0.0,17940.300464630127,0.9983740682815364,9014.693975448608,13.751745223999023,8896.926641464233,0.0,VF2Layout,9014.693975448608,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,2,3,1,181.53967092699983,18008.163422000052,17979.170083999634,0.0,17994.2843914032,0.9983899891776306,9080.917835235596,14.00303840637207,8884.24563407898,0.0,VF2Layout,9080.917835235596,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
4,112,116,0.9655172413793104,2.2586206896551726,42,19,2,3,2,199.55347244999984,17864.84761299971,17837.854385375977,0.0,17851.233959197998,0.9984890311852372,8999.483823776245,13.845443725585938,8824.522256851196,0.0,VF2Layout,8999.483823776245,25,nonexistent solution,180,35,,x86_64,Intel(R) Xeon(R) Processor @ 2.80GHz,Linux-6.18.44-fc-v33-x86_64-with-glibc2.39,3.11.15,2.5.2,58,20,42
