spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
0,16,1.0,8,0,3,0,1.8589916999990237,8,8,True,True,0,13.481899997714208,1.9998550415039062,0.0,2.998828887939453,0.1483362910155818,1.9998550415039062,0.0,0.0,0.0,VF2Layout,1.9998550415039062,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
0,16,1.0,8,0,3,1,1.8730557999988378,8,8,True,True,0,15.101699998922413,7.479190826416016,0.0,9.482622146606445,0.4952548936179169,7.479190826416016,0.0,0.0,0.0,VF2Layout,7.479190826416016,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
0,16,1.0,8,1,3,0,1.9279692000018258,8,8,True,True,0,14.5942000017385,6.991147994995117,0.0,10.652303695678711,0.47903605501927565,6.991147994995117,0.0,0.0,0.0,VF2Layout,6.991147994995117,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
0,16,1.0,8,1,3,1,1.943153700001858,8,8,True,True,0,13.25390000056359,6.364345550537109,0.0,9.932756423950195,0.48018662810693313,5.363941192626953,0.0,0.0,0.0,VF2Layout,5.363941192626953,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
0,16,1.0,8,2,3,0,1.994381100001192,8,8,True,True,0,18.103900001733564,9.992837905883789,0.0,13.00811767578125,0.5519715588865886,9.992837905883789,0.0,0.0,0.0,VF2Layout,9.992837905883789,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
0,16,1.0,8,2,3,1,2.0134977999987314,8,8,True,True,0,17.476500001066597,5.128383636474609,0.0,9.921789169311523,0.29344454760172933,5.128383636474609,0.0,0.0,0.0,VF2Layout,5.128383636474609,26,solution found,no better solution found,True,True,24,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,0,3,0,2.09062350000022,8,7,True,True,1,14.251399999920977,13.266563415527344,0.0,14.17398452758789,0.9308954499628742,13.266563415527344,0.0,0.0,0.0,VF2Layout,13.266563415527344,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,0,3,1,2.1054551000015636,8,7,True,True,1,16.879399998288136,12.238740921020508,0.0,14.24264907836914,0.7250696661173814,12.238740921020508,0.0,0.0,0.0,VF2Layout,12.238740921020508,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,1,3,0,2.1620330000005197,8,7,True,True,1,16.438800001196796,1.8160343170166016,0.0,2.8188228607177734,0.11047243818796923,1.8160343170166016,0.0,0.0,0.0,VF2Layout,1.8160343170166016,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,1,3,1,2.1790106000007654,8,7,True,True,1,16.6386999990209,1.7094612121582031,0.0,11.499643325805664,0.10274007057395085,1.7094612121582031,0.0,0.0,0.0,MinimumPoint,7.169485092163086,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,2,3,0,2.238560599998891,8,7,True,True,1,16.219899996940512,6.547451019287109,0.0,7.5550079345703125,0.4036677797349013,6.547451019287109,0.0,0.0,0.0,VF2Layout,6.547451019287109,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
2,14,0.875,7,2,3,1,2.2553049999987707,8,7,True,True,1,14.045200001419289,15.544891357421875,0.0,15.544891357421875,1.1067760769409507,15.544891357421875,0.0,0.0,0.0,VF2Layout,15.544891357421875,26,solution found,no better solution found,True,True,21,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,4,4,16,20,42
