family,k,m,order,j,n_bare,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
n_bare_edges,,,,,2,42,2,0,64,1.0,32,0,3,0,14.878315200000088,32,32,True,True,0,10032.19080000008,10013.241291046143,0.0,10019.366979598999,0.9981111295297596,5048.330545425415,2.028942108154297,4962.881803512573,0.0,VF2Layout,5048.330545425415,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,2,42,2,0,64,1.0,32,0,3,1,24.91444760000013,32,32,True,True,0,10054.032600000028,10034.865856170654,0.0,10043.098449707031,0.9980936262500906,5035.903692245483,2.009153366088867,4996.953010559082,0.0,VF2Layout,5035.903692245483,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,2,42,2,0,64,1.0,32,1,3,0,45.35454290000007,32,32,True,True,0,10111.975599999823,10093.120336532593,0.0,10099.455118179321,0.9981353531482778,5086.381673812866,2.4597644805908203,5003.274440765381,0.0,VF2Layout,5086.381673812866,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,2,42,2,0,64,1.0,32,1,3,1,55.4702699999998,32,32,True,True,0,10009.388599999966,9989.867210388184,0.0,9996.059656143188,0.9980496921048921,5054.882764816284,2.614259719848633,4932.370185852051,0.0,VF2Layout,5054.882764816284,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,2,42,2,0,64,1.0,32,2,3,0,75.72263059999977,32,32,True,True,0,9890.251100000114,9870.052814483643,0.0,9877.139568328857,0.9979577580677935,4944.56148147583,1.0023117065429688,4924.4890213012695,0.0,VF2Layout,4944.56148147583,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,2,42,2,0,64,1.0,32,2,3,1,85.61666479999985,32,32,True,True,0,10228.905000000395,10210.777282714844,0.0,10217.944622039795,0.998227794931564,4996.743202209473,1.001596450805664,5213.032484054565,0.0,VF2PostLayout,5213.032484054565,25,nonexistent solution,no better solution found,True,True,126,27,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,5,41,2,0,64,1.0,32,0,3,0,105.37955860000011,32,32,True,True,0,9141.61550000017,9119.91548538208,0.0,9129.044771194458,0.9976262385332122,4725.735902786255,2.485990524291992,4391.693592071533,0.0,VF2Layout,4725.735902786255,25,nonexistent solution,no better solution found,True,True,126,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,5,41,2,0,64,1.0,32,0,3,1,114.52487620000011,32,32,True,True,0,8930.233800000224,8909.793138504028,0.0,8917.31333732605,0.9977110720778447,4522.037982940674,1.001596450805664,4386.753559112549,0.0,VF2Layout,4522.037982940674,25,nonexistent solution,no better solution found,True,True,126,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,5,41,2,0,64,1.0,32,1,3,0,132.6758937999998,32,32,True,True,0,9022.453399999904,9003.320455551147,0.0,9010.437726974487,0.997879407784056,4630.756139755249,3.3948421478271484,4369.169473648071,0.0,VF2Layout,4630.756139755249,25,nonexistent solution,no better solution found,True,True,126,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
n_bare_edges,,,,,5,41,2,0,64,1.0,32,1,3,1,141.7021451999999,32,32,True,True,0,9172.06299999998,9151.941776275635,0.0,9161.018133163452,0.9978062488532465,4494.559288024902,2.0024776458740234,4655.380010604858,0.0,VF2PostLayout,4655.380010604858,25,nonexistent solution,no better solution found,True,True,126,46,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
