qiskit,psf_true,psf_false
0.007282800,0.001551300,0.000841300
0.007251100,0.000894600,0.000747600
0.006861500,0.001054200,0.001436300
0.007233700,0.001037100,0.000792900
0.007003100,0.000913400,0.000737900
0.006362400,0.001387500,0.001273500
0.006236300,0.001721300,0.001343700
0.006193800,0.000980400,0.000791000
0.006201300,0.000899900,0.000729900
0.006687300,0.001395900,0.000902200
0.006965600,0.000921500,0.000730700
0.007242800,0.001469000,0.001204200
0.007328800,0.000952800,0.000777700
0.007800900,0.001724300,0.001323000
0.007076600,0.000934200,0.000759100
0.006872400,0.001330400,0.000971400
0.008296700,0.001027300,0.000803800
0.007245600,0.001481400,0.001235800
0.006662700,0.000878500,0.000721200
0.006385900,0.000965900,0.000802000
0.006990300,0.000983600,0.000804500
0.008029900,0.001531400,0.001251900
0.006692800,0.000871300,0.000754000
0.007035600,0.001534900,0.001324100
0.007552600,0.000996300,0.000802800
0.007226300,0.000873400,0.002351000
0.007413500,0.000982700,0.000759300
0.008041800,0.001864800,0.001225600
0.006853400,0.000967200,0.000805700
0.007004100,0.000983200,0.000806000
0.006731200,0.000920600,0.000750500
0.008801000,0.001131300,0.000839500
0.007550100,0.001685000,0.001340000
0.008094700,0.001145400,0.000821700
0.007898800,0.000989600,0.000805300
0.008124900,0.000894700,0.000731200
0.006536500,0.001636300,0.001309500
0.006881300,0.001407200,0.001319700
0.008054700,0.001523500,0.001309200
0.009004700,0.000949900,0.000743500
0.007441800,0.001371700,0.000802400
0.007223600,0.001692900,0.001526900
0.007371800,0.000891200,0.000758100
0.007003100,0.001002800,0.000846300
0.008226200,0.001524700,0.001288100
0.007510800,0.001019800,0.000866700
0.008940500,0.001008800,0.000736800
0.007411300,0.000931800,0.000758200
0.006961700,0.001620800,0.001347100
0.007200700,0.000962300,0.000729000
0.007721100,0.001552700,0.000812300
0.007082200,0.000897100,0.000731400
0.006848100,0.001041400,0.000894800
0.006864000,0.000973400,0.000819000
0.007448600,0.001735600,0.001364300
0.011008700,0.000916800,0.000716800
0.006465600,0.001001100,0.000942200
0.007715500,0.000974600,0.000758300
0.009457700,0.001483500,0.001224500
0.006868600,0.001890100,0.001511500
0.007441500,0.001602300,0.001351200
0.007200900,0.001646300,0.001376300
0.009023000,0.000899500,0.000748100
0.006401300,0.001389400,0.001207500
0.006857900,0.001815300,0.001328800
0.007468200,0.000891700,0.000746000
0.006493200,0.001464500,0.000790900
0.007937900,0.001590300,0.001111200
0.007702500,0.001554600,0.000844100
0.009306500,0.000977400,0.000766800
0.006514300,0.001634400,0.001380800
0.006531200,0.000855800,0.000704900
0.006754900,0.000901300,0.000749600
0.007369500,0.000886500,0.000708300
0.006433200,0.001016400,0.000860700
0.007719200,0.000961700,0.000791500
0.009337000,0.000884400,0.000718200
0.009602700,0.001619300,0.001335300
0.007810200,0.000905400,0.000757000
0.008823800,0.000984400,0.000823100
0.007185100,0.001441400,0.001227000
0.007056400,0.001699800,0.000967400
0.006967000,0.000931400,0.000752600
0.007292500,0.001387300,0.001190600
0.007001200,0.000970500,0.000832200
0.008032600,0.001373200,0.001005700
0.007265400,0.000937300,0.000774100
0.008306100,0.001709200,0.001356600
0.007454700,0.000929900,0.000740900
0.007059000,0.000908000,0.000767600
0.007028000,0.000931000,0.000749400
0.007072300,0.001539400,0.001454000
0.007349800,0.000876700,0.000727200
0.006519200,0.001069700,0.000798400
0.007222100,0.001584100,0.001397100
0.007463300,0.000896200,0.000761900
0.008318600,0.000974000,0.000886100
0.008062400,0.001800000,0.000884800
0.008641200,0.000888600,0.000739900
0.007207600,0.001389700,0.000865000
0.007629700,0.001641700,0.001309400
0.007584400,0.000867800,0.000734900
0.007156900,0.001009000,0.000889700
0.008046600,0.000983500,0.000811100
0.007970800,0.001461500,0.001234200
0.006818200,0.001492800,0.000872400
0.007348700,0.001590900,0.001046200
0.007763100,0.001448800,0.001245700
0.008267200,0.001540400,0.000819600
0.006044100,0.000904400,0.000743300
0.007397700,0.001426500,0.001279300
0.007245200,0.001524600,0.001306800
0.009492800,0.000888700,0.001044400
0.008411000,0.001848500,0.001346200
0.009176400,0.000874900,0.000721600
0.006864000,0.001668200,0.001403600
0.008269400,0.000864800,0.000751900
0.007467800,0.000865400,0.000711400
0.009380800,0.001002200,0.000852500
0.008242200,0.001483800,0.001256000
