spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
0,64,1.0,32,0,3,0,16.99421550000261,32,32,True,True,0,16839.846599999873,16802.06608772278,0.0,16818.052768707275,0.997756481209449,11911.19408607483,0.0,4890.872001647949,0.0,VF2Layout,11911.19408607483,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,0,3,1,33.836163700001634,32,32,True,True,0,8588.951800000359,8576.320171356201,0.0,8576.320171356201,0.9985293166222964,4259.328842163086,15.918254852294922,4301.07307434082,0.0,VF2PostLayout,4301.07307434082,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,1,3,0,51.084308900000906,32,32,True,True,0,8710.116999998718,8699.516773223877,0.0,8699.516773223877,0.9987829983483755,4300.467967987061,0.0,4399.048805236816,0.0,VF2PostLayout,4399.048805236816,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,1,3,1,59.796552700001484,32,32,True,True,0,8540.614800000185,8517.756462097168,0.0,8533.91695022583,0.9973235723143705,4283.535003662109,0.6957054138183594,4233.52575302124,0.0,VF2Layout,4283.535003662109,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,2,3,0,77.1502427000014,32,32,True,True,0,8430.876800000988,8412.287712097168,0.0,8414.298057556152,0.9977951180707779,4299.156427383423,0.0,4113.131284713745,0.0,VF2Layout,4299.156427383423,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
0,64,1.0,32,2,3,1,85.58327199999985,32,32,True,True,0,8356.531500001438,8346.529483795166,0.0,8351.938247680664,0.9988030899893969,4209.458827972412,3.3826828002929688,4133.687973022461,0.0,VF2Layout,4209.458827972412,25,nonexistent solution,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,0,3,0,102.33580989999973,32,31,True,True,1,8302.312299998448,8282.741785049438,0.0,8284.247875213623,0.9976427633360633,4139.365911483765,0.0,4143.375873565674,0.0,VF2PostLayout,4143.375873565674,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,0,3,1,110.64017460000105,32,31,True,True,1,8252.335799999855,8243.674039840698,0.0,8243.674039840698,0.9989503868517859,4131.392240524292,4.869937896728516,4107.411861419678,0.0,VF2Layout,4131.392240524292,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,1,3,0,127.24212679999982,32,31,True,True,1,8613.98840000038,8610.048532485962,0.0,8612.1506690979,0.9995426198258616,4326.560258865356,0.0,4283.4882736206055,0.0,VF2Layout,4326.560258865356,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,1,3,1,135.8581790999997,32,31,True,True,1,8598.90539999833,8584.264755249023,0.0,8586.690664291382,0.9982973827402137,4302.080154418945,0.0,4282.184600830078,0.0,VF2Layout,4302.080154418945,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,2,3,0,153.1897566000007,32,31,True,True,1,8679.630200000247,8678.636074066162,0.0,8681.769609451294,0.9998854644827974,4340.86012840271,0.0,4337.775945663452,0.0,VF2Layout,4340.86012840271,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
2,62,0.96875,31,2,3,1,161.87256290000005,32,31,True,True,1,8581.501100001333,8555.667638778687,0.0,8573.064088821411,0.9969896337573572,4349.210023880005,2.206563949584961,4204.251050949097,0.0,VF2Layout,4349.210023880005,25,nonexistent solution,no better solution found,True,True,93,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,8,8,64,20,42
