family,k,m,order,j,n_bare,dominant_size,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,0,3,0,10.888187000000471,32,32,True,True,0,9131.258600000365,9109.406232833862,0.0,9116.572856903076,0.9976068614280071,4300.412178039551,1.966238021850586,4807.027816772461,0.0,VF2PostLayout,4807.027816772461,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,0,3,1,20.02370450000126,32,32,True,True,0,9202.69189999999,9181.992530822754,0.0,9191.262483596802,0.9977507267001695,4393.115520477295,2.4061203002929688,4786.470890045166,0.0,VF2PostLayout,4786.470890045166,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,1,3,0,38.69593850000092,32,32,True,True,0,9121.866400000727,9101.711511611938,0.0,9110.75735092163,0.997790486342928,4309.995174407959,2.009868621826172,4789.706468582153,0.0,VF2PostLayout,4789.706468582153,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,1,3,1,47.82187669999985,32,32,True,True,0,9286.166400001093,9266.56436920166,0.0,9274.643421173096,0.997889114845128,4393.410444259644,2.231597900390625,4870.922327041626,0.0,VF2PostLayout,4870.922327041626,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,2,3,0,66.5658242999998,32,32,True,True,0,9150.621300001148,9130.243062973022,0.0,9138.465166091919,0.9977730214856424,4348.8218784332275,2.008199691772461,4779.4129848480225,0.0,VF2PostLayout,4779.4129848480225,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,8,45,2,0,64,1.0,32,2,3,1,75.72072540000045,32,32,True,True,0,9083.312599999772,9061.160802841187,0.0,9069.189548492432,0.9975612644710052,4338.644981384277,1.5311241149902344,4720.984697341919,0.0,VF2PostLayout,4720.984697341919,25,nonexistent solution,no better solution found,True,True,156,260,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,12,45,2,0,64,1.0,32,0,3,0,85.09019989999979,32,32,True,True,0,34.200399999463116,15.102148056030273,0.0,21.121740341186523,0.44157811184276646,15.102148056030273,0.0,0.0,0.0,VF2Layout,15.102148056030273,26,solution found,no better solution found,True,True,135,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,12,45,2,0,64,1.0,32,0,3,1,85.12844340000083,32,32,True,True,0,34.92830000141112,17.072677612304688,0.0,24.16372299194336,0.48879211446348503,16.0677433013916,0.0,1.004934310913086,0.0,VF2Layout,16.0677433013916,26,solution found,no better solution found,True,True,135,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,12,45,2,0,64,1.0,32,1,3,0,85.48184519999995,32,32,True,True,0,36.07469999951718,17.074108123779297,0.0,23.114681243896484,0.4732986864480596,16.069889068603516,0.0,0.0,0.0,VF2Layout,16.069889068603516,26,solution found,no better solution found,True,True,135,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,12,45,2,0,64,1.0,32,1,3,1,85.52180000000044,32,32,True,True,0,35.66099999989092,16.10398292541504,0.0,23.270368576049805,0.45158528716144525,16.10398292541504,0.0,0.0,0.0,VF2Layout,16.10398292541504,26,solution found,no better solution found,True,True,135,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
