spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
0,42,1.0,21,0,3,0,8.405852600000799,21,21,True,True,0,11412.756899999295,11410.94160079956,0.0,11414.304256439209,0.9998409412190551,4299.481391906738,14.77503776550293,7096.685171127319,0.0,VF2PostLayout,7096.685171127319,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,0,3,1,19.82001289999971,21,21,True,True,0,6480.267700000695,6471.930265426636,0.0,6474.935054779053,0.9987134120132015,3254.344701766968,0.0,3217.585563659668,0.0,VF2Layout,3254.344701766968,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,1,3,0,32.880126899999595,21,21,True,True,0,6430.561900000612,6413.235902786255,0.0,6413.235902786255,0.9973056791173481,3218.1029319763184,0.0,3195.1329708099365,0.0,VF2Layout,3218.1029319763184,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,1,3,1,39.31213109999953,21,21,True,True,0,6433.568600001308,6426.444053649902,0.0,6426.444053649902,0.9988925980595894,3201.1287212371826,0.0,3225.3153324127197,0.0,VF2PostLayout,3225.3153324127197,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,3,0,52.27446029999919,21,21,True,True,0,6434.739000000263,6415.594100952148,0.0,6431.440591812134,0.9970247590386938,3183.6349964141846,7.929325103759766,3224.029779434204,0.0,VF2PostLayout,3224.029779434204,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,3,1,58.71066439999959,21,21,True,True,0,6433.43939999977,6422.37401008606,0.0,6422.37401008606,0.9982800195625203,3223.8481044769287,0.0,3198.525905609131,0.0,VF2Layout,3223.8481044769287,25,nonexistent solution,no better solution found,True,True,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,3,0,65.22615620000033,21,20,True,True,1,21.285800001351163,10.56528091430664,0.0,10.56528091430664,0.4963534804252594,10.56528091430664,0.0,0.0,0.0,VF2Layout,10.56528091430664,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,3,1,65.24904330000027,21,20,True,True,1,24.680399999851943,17.09604263305664,0.0,20.555496215820312,0.6926971456361809,17.09604263305664,0.0,0.0,0.0,VF2Layout,17.09604263305664,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,3,0,65.35081720000017,21,20,True,True,1,20.861200000581448,16.612529754638672,0.0,16.612529754638672,0.7963362488339906,16.612529754638672,0.0,0.0,0.0,VF2Layout,16.612529754638672,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,3,1,65.37299119999989,21,20,True,True,1,21.694200000638375,23.317813873291016,0.0,26.096820831298828,1.0748409193519404,23.317813873291016,0.0,0.0,0.0,VF2Layout,23.317813873291016,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,3,0,65.47417010000026,21,20,True,True,1,20.35009999963222,3.006458282470703,0.0,5.008459091186523,0.14773678176151653,3.006458282470703,0.0,0.0,0.0,VF2Layout,3.006458282470703,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,3,1,65.49589650000053,21,20,True,True,1,21.23829999982263,0.0,0.0,15.908479690551758,0.0,0.0,0.0,0.0,0.0,TwoQubitPeepholeOptimization,15.908479690551758,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,3,0,65.59930949999944,21,20,True,True,1,22.826000000350177,8.023977279663086,0.0,10.0250244140625,0.3515279628292293,8.023977279663086,0.0,0.0,0.0,VF2Layout,8.023977279663086,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,3,1,65.62347790000058,21,20,True,True,1,20.988099999158294,7.701635360717773,0.0,7.701635360717773,0.36695248074035475,7.701635360717773,0.0,0.0,0.0,VF2Layout,7.701635360717773,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
